# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-p" "-B" "-C" "--countReadPairs" "-t" "gene" "-g" "locus_tag" "-a" "reference/annotation/NK01067.gff" "-o" "results/counts/gene_counts.txt" "results/alignment/SRR35308233.sorted.bam" "results/alignment/SRR35308234.sorted.bam" "results/alignment/SRR35308235.sorted.bam" "results/alignment/SRR35308236.sorted.bam" "results/alignment/SRR35308237.sorted.bam" "results/alignment/SRR35308238.sorted.bam" "results/alignment/SRR35308239.sorted.bam" "results/alignment/SRR35308240.sorted.bam" "results/alignment/SRR35308241.sorted.bam" "results/alignment/SRR35308242.sorted.bam" "results/alignment/SRR35308243.sorted.bam" "results/alignment/SRR35308244.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/SRR35308233.sorted.bam	results/alignment/SRR35308234.sorted.bam	results/alignment/SRR35308235.sorted.bam	results/alignment/SRR35308236.sorted.bam	results/alignment/SRR35308237.sorted.bam	results/alignment/SRR35308238.sorted.bam	results/alignment/SRR35308239.sorted.bam	results/alignment/SRR35308240.sorted.bam	results/alignment/SRR35308241.sorted.bam	results/alignment/SRR35308242.sorted.bam	results/alignment/SRR35308243.sorted.bam	results/alignment/SRR35308244.sorted.bam
M8Y62_07340	CP097651.1	1465959	1466183	+	225	3	1	4	4	1	1	5	2	3	2	2	2
M8Y62_07345	CP097651.1	1466180	1466320	+	141	1	0	2	1	1	0	2	1	2	2	5	0
M8Y62_07350	CP097651.1	1466320	1467003	+	684	26	33	28	24	21	25	62	47	23	45	44	31
M8Y62_07355	CP097651.1	1467431	1467802	-	372	380	425	467	413	358	337	1013	658	580	430	446	374
M8Y62_07360	CP097651.1	1467804	1468010	-	207	93	95	105	59	40	58	209	145	114	90	59	68
M8Y62_07365	CP097651.1	1468130	1468205	+	76	6	17	10	8	5	7	11	9	11	31	21	16
M8Y62_07370	CP097651.1	1468483	1468788	+	306	5	7	3	13	10	13	20	2	7	19	31	12
M8Y62_07375	CP097651.1	1468775	1469224	+	450	11	10	3	33	38	47	48	20	11	118	141	83
M8Y62_07380	CP097651.1	1469238	1469414	+	177	3	4	5	11	14	4	5	4	8	39	42	31
M8Y62_07385	CP097651.1	1469482	1469997	+	516	10	23	16	11	13	8	17	18	8	12	19	8
M8Y62_07390	CP097651.1	1469997	1471469	+	1473	34	29	33	43	58	39	68	88	54	124	152	90
M8Y62_07395	CP097651.1	1471482	1472951	+	1470	52	37	43	86	75	69	179	84	80	131	183	116
M8Y62_07400	CP097651.1	1472878	1473882	+	1005	50	38	39	32	41	35	124	84	82	65	73	39
M8Y62_07405	CP097651.1	1473879	1474082	-	204	114	108	99	502	504	451	126	88	109	696	801	745
M8Y62_07410	CP097651.1	1474133	1475488	+	1356	142	146	159	217	202	241	231	187	160	405	493	358
M8Y62_07415	CP097651.1	1475488	1475949	+	462	23	18	17	68	57	66	50	36	28	115	150	146
M8Y62_07420	CP097651.1	1475946	1477001	+	1056	95	74	84	182	136	152	202	119	95	398	551	385
M8Y62_07425	CP097651.1	1477034	1477291	+	258	13	14	14	31	44	25	41	33	12	125	149	104
M8Y62_07430	CP097651.1	1477294	1477674	+	381	18	13	17	15	14	29	27	20	25	50	74	39
M8Y62_07435	CP097651.1	1477847	1478209	+	363	20	37	19	65	52	54	76	35	45	145	212	118
M8Y62_07440	CP097651.1	1478212	1478637	+	426	36	36	23	69	47	49	80	40	40	190	176	134
M8Y62_07445	CP097651.1	1478634	1479026	+	393	39	34	28	67	77	61	82	61	63	204	226	185
M8Y62_07450	CP097651.1	1479095	1479847	+	753	47	36	36	114	81	118	124	75	55	197	259	232
M8Y62_07455	CP097651.1	1479900	1480577	+	678	29	24	30	24	43	31	58	39	41	42	57	44
M8Y62_07460	CP097651.1	1480753	1481508	+	756	25	26	18	21	45	27	54	22	19	71	96	58
M8Y62_07465	CP097651.1	1481511	1481765	+	255	20	8	7	15	20	7	27	17	20	45	40	23
M8Y62_07470	CP097651.1	1482168	1482506	+	339	180	192	196	541	600	594	471	319	380	1131	1178	1190
M8Y62_07475	CP097651.1	1482558	1482992	-	435	98	133	145	128	120	144	295	176	184	310	300	236
M8Y62_07480	CP097651.1	1482997	1483245	-	249	38	53	56	111	95	104	177	99	138	270	270	191
M8Y62_07485	CP097651.1	1483333	1483494	+	162	28	25	25	36	33	29	61	38	52	54	45	50
M8Y62_07490	CP097651.1	1483563	1484504	+	942	47	57	53	35	36	29	277	177	181	54	57	43
M8Y62_07495	CP097651.1	1484604	1488140	+	3537	543	588	554	443	463	444	992	644	652	435	599	461
M8Y62_07500	CP097651.1	1488181	1488648	+	468	214	215	195	490	511	457	129	93	94	429	454	476
M8Y62_07505	CP097651.1	1488767	1489243	+	477	2	3	2	2	3	7	10	10	3	10	10	14
M8Y62_07510	CP097651.1	1489243	1489713	+	471	4	4	9	9	6	3	17	13	6	12	10	14
M8Y62_07515	CP097651.1	1489710	1490105	+	396	2	1	1	0	1	0	6	2	1	1	1	0
M8Y62_07520	CP097651.1	1490092	1492569	+	2478	48	36	36	31	33	21	100	74	47	54	56	49
M8Y62_07525	CP097651.1	1492656	1495190	+	2535	712	796	689	510	578	556	1012	707	633	625	785	519
M8Y62_07530	CP097651.1	1495608	1497095	+	1488	4818	5035	4514	2474	2764	2874	4593	3233	3150	2946	2927	2555
M8Y62_07535	CP097651.1	1497173	1497412	+	240	60	78	78	28	42	28	119	80	63	16	22	13
M8Y62_07540	CP097651.1	1497412	1497729	+	318	224	191	198	132	161	146	274	184	175	220	207	227
M8Y62_07545	CP097651.1	1497904	1499064	-	1161	339	295	240	148	190	122	1088	583	580	356	325	211
M8Y62_07550	CP097651.1	1499229	1499300	-	72	67	57	68	50	47	39	114	97	64	54	42	19
M8Y62_07555	CP097651.1	1499389	1500318	-	930	409	425	482	1359	1306	1127	806	532	528	1426	1405	698
M8Y62_07560	CP097651.1	1500608	1501369	+	762	738	886	883	910	945	1046	1845	1197	1232	1000	1119	949
M8Y62_07565	CP097651.1	1501431	1502753	-	1323	502	507	479	712	841	1200	1220	991	1324	431	487	1995
M8Y62_07570	CP097651.1	1503127	1503411	+	285	3571	3860	3945	1330	1437	1307	3077	2175	2024	1536	1506	1149
M8Y62_07575	CP097651.1	1503571	1504881	+	1311	1556	1387	1029	2131	2804	2755	2950	2514	3276	1554	1920	5352
M8Y62_07580	CP097651.1	1504881	1507025	+	2145	961	972	966	739	791	949	1977	1583	1905	537	716	2047
M8Y62_07585	CP097651.1	1507235	1507720	+	486	1169	1226	1200	398	548	506	1931	1334	1394	636	679	678
M8Y62_07590	CP097651.1	1507741	1508292	-	552	304	333	385	262	328	353	740	512	533	313	281	224
M8Y62_07595	CP097651.1	1508460	1509392	+	933	398	481	552	464	537	507	1390	1048	1023	472	562	289
M8Y62_07600	CP097651.1	1509434	1510519	+	1086	373	412	394	402	443	492	1228	918	769	358	381	281
M8Y62_07605	CP097651.1	1510522	1511346	+	825	93	143	108	90	76	124	455	333	286	49	50	43
M8Y62_07610	CP097651.1	1511346	1512155	+	810	144	138	155	83	94	90	449	304	296	84	95	82
M8Y62_07615	CP097651.1	1512155	1512703	+	549	99	127	114	44	41	49	310	210	183	29	42	47
M8Y62_07620	CP097651.1	1512735	1513016	+	282	56	74	37	35	49	53	175	143	107	76	71	83
M8Y62_07625	CP097651.1	1513078	1515066	-	1989	331	382	373	360	405	442	1268	976	788	286	312	282
M8Y62_07630	CP097651.1	1515225	1516445	+	1221	787	993	1140	2029	2264	2496	5798	3511	2950	1505	1710	2868
M8Y62_07635	CP097651.1	1516655	1517830	+	1176	202	197	209	83	90	122	607	428	360	103	118	72
M8Y62_07640	CP097651.1	1517917	1518894	-	978	421	474	591	290	278	320	904	658	578	207	214	103
M8Y62_07645	CP097651.1	1519005	1520141	+	1137	750	838	760	724	821	970	1809	1268	1262	438	530	476
M8Y62_07650	CP097651.1	1520205	1521218	+	1014	595	626	607	295	273	317	1413	1013	972	234	244	176
M8Y62_07655	CP097651.1	1521218	1522030	+	813	545	602	488	426	489	400	1015	769	843	508	574	576
M8Y62_07660	CP097651.1	1522057	1522716	+	660	705	736	669	305	384	415	1255	830	897	319	330	300
M8Y62_07665	CP097651.1	1522902	1523822	+	921	1306	1493	1568	1116	1302	1384	3503	2411	2646	1099	1331	1035
M8Y62_07670	CP097651.1	1523898	1525166	+	1269	227	244	236	116	138	152	711	571	467	123	172	137
M8Y62_07675	CP097651.1	1525156	1525845	+	690	685	725	646	483	561	589	1769	1327	1311	555	645	536
M8Y62_07680	CP097651.1	1526062	1526550	+	489	557	548	552	828	909	829	1735	1201	1749	1430	1691	918
M8Y62_07685	CP097651.1	1526584	1528101	+	1518	537	553	616	516	596	666	1251	1039	1299	726	753	649
M8Y62_07690	CP097651.1	1528237	1528806	+	570	98	116	149	100	88	96	265	144	187	118	110	107
M8Y62_07695	CP097651.1	1528887	1529048	-	162	28	24	27	19	21	25	56	47	50	35	29	35
M8Y62_07700	CP097651.1	1529089	1529871	+	783	185	197	218	750	745	917	659	441	563	655	854	1175
M8Y62_07705	CP097651.1	1530139	1530921	+	783	284	277	285	492	479	531	1148	780	922	622	675	1233
M8Y62_07710	CP097651.1	1530986	1531672	+	687	33	47	69	51	53	84	176	132	151	71	94	144
M8Y62_07715	CP097651.1	1531669	1532385	+	717	45	48	41	38	44	47	112	117	96	43	69	75
M8Y62_07720	CP097651.1	1532393	1533166	+	774	77	86	80	73	81	83	201	162	146	99	87	132
M8Y62_07725	CP097651.1	1533172	1533699	-	528	76	93	67	89	86	101	184	153	128	72	65	50
M8Y62_07730	CP097651.1	1533819	1533935	+	117	5	2	2	3	2	1	5	14	11	0	3	1
M8Y62_07735	CP097651.1	1533915	1534808	-	894	442	458	433	669	748	724	1245	923	917	815	912	753
M8Y62_07740	CP097651.1	1534827	1535189	-	363	178	204	212	339	392	463	598	424	405	502	524	470
M8Y62_07745	CP097651.1	1535255	1535884	-	630	94	130	144	191	214	255	282	196	168	188	237	97
M8Y62_07750	CP097651.1	1536065	1536703	+	639	185	203	219	243	240	277	563	329	408	174	172	248
M8Y62_07755	CP097651.1	1536766	1537317	+	552	123	120	152	117	142	141	352	263	234	103	128	102
M8Y62_07760	CP097651.1	1537375	1537926	+	552	299	302	302	301	295	309	776	600	603	338	379	321
M8Y62_07765	CP097651.1	1538019	1540166	-	2148	12532	12147	10624	9075	9351	9665	15900	12089	11451	5133	5083	2402
M8Y62_07770	CP097651.1	1540367	1541569	-	1203	5176	5964	5761	2324	2291	2419	9481	7224	5998	1261	1345	747
M8Y62_07775	CP097651.1	1541907	1542362	+	456	937	1014	1010	1027	1085	1203	1541	1215	1108	609	658	546
M8Y62_07780	CP097651.1	1542450	1542944	+	495	598	685	653	426	470	500	1447	1042	873	479	495	540
M8Y62_07785	CP097651.1	1542956	1543615	+	660	972	1182	936	814	915	922	2452	1803	1650	830	1007	1070
M8Y62_07790	CP097651.1	1543692	1545524	+	1833	3458	3793	3275	1362	1655	1302	6405	4667	4083	1538	1338	1059
M8Y62_07795	CP097651.1	1545569	1546168	-	600	642	712	681	874	968	1068	1245	936	766	1050	1049	980
M8Y62_07800	CP097651.1	1546250	1547467	-	1218	624	718	661	834	936	1051	1275	1023	953	939	1020	801
M8Y62_07805	CP097651.1	1548340	1549266	+	927	1442	1375	1361	264	367	391	1462	1014	786	194	227	198
M8Y62_07810	CP097651.1	1549918	1550364	+	447	1421	1496	1533	858	950	845	2251	1558	1599	755	641	536
M8Y62_07815	CP097651.1	1550380	1551054	+	675	1869	1935	1965	2030	2213	2002	3953	2787	2723	1743	1723	1367
M8Y62_07820	CP097651.1	1551141	1552949	+	1809	3095	3282	3215	2732	2938	3512	7809	5837	5165	1438	1515	992
M8Y62_07825	CP097651.1	1552952	1553452	+	501	827	883	871	508	585	692	2120	1590	1431	243	315	253
M8Y62_07830	CP097651.1	1553449	1554786	+	1338	1792	1957	1821	1489	1641	1813	5118	3901	3556	1067	1138	1238
M8Y62_07835	CP097651.1	1554819	1557545	+	2727	3792	4128	3633	1875	1965	2437	8641	6411	5750	1223	1238	1453
M8Y62_07840	CP097651.1	1557542	1558519	+	978	1404	1405	1170	568	684	813	2446	1856	1836	397	509	426
M8Y62_07845	CP097651.1	1558534	1559076	+	543	972	970	775	443	509	599	1662	1294	1204	382	442	408
M8Y62_07850	CP097651.1	1559088	1559642	+	555	1106	1110	984	523	651	635	1920	1426	1443	483	448	440
M8Y62_07855	CP097651.1	1559639	1559941	+	303	813	847	671	409	421	531	1496	1043	1058	308	279	227
M8Y62_07860	CP097651.1	1559938	1561779	+	1842	2283	2223	1862	986	1135	1316	4031	2979	2721	702	793	731
M8Y62_07865	CP097651.1	1561949	1563478	+	1530	1744	1830	1632	1288	1158	1287	3049	2325	2257	784	764	684
M8Y62_07870	CP097651.1	1563485	1564942	+	1458	1310	1404	1105	986	923	972	2114	1722	1746	477	495	480
M8Y62_07875	CP097651.1	1564997	1565917	-	921	203	259	253	229	248	233	465	334	284	165	174	149
M8Y62_07880	CP097651.1	1565975	1566436	+	462	78	91	71	70	73	76	215	135	167	91	107	77
M8Y62_07885	CP097651.1	1566572	1567861	+	1290	213	246	213	100	119	107	566	482	436	73	80	62
M8Y62_07890	CP097651.1	1567944	1569614	+	1671	2045	2556	2509	485	488	443	5709	4265	3585	362	368	228
M8Y62_07895	CP097651.1	1569611	1570369	+	759	480	632	652	119	119	126	962	709	596	32	32	20
M8Y62_07900	CP097651.1	1570384	1571241	+	858	2225	2758	2639	1111	1056	951	4096	3094	2626	616	679	278
M8Y62_07905	CP097651.1	1571241	1572206	+	966	1243	1404	1320	572	539	502	1962	1484	1404	370	382	146
M8Y62_07910	CP097651.1	1572203	1573579	+	1377	1122	1258	1201	548	554	549	1663	1238	1283	403	433	167
M8Y62_07915	CP097651.1	1573635	1574060	-	426	371	347	322	157	150	177	571	424	371	116	134	93
M8Y62_07920	CP097651.1	1574198	1575175	+	978	534	625	565	267	336	342	542	382	344	271	355	324
M8Y62_07925	CP097651.1	1575450	1575992	+	543	295	332	322	148	223	191	719	503	489	234	251	139
M8Y62_07930	CP097651.1	1576095	1577291	+	1197	234	337	321	377	453	485	856	644	565	340	355	432
M8Y62_07935	CP097651.1	1577496	1578281	+	786	41	35	43	33	29	24	89	71	69	25	13	20
M8Y62_07940	CP097651.1	1578292	1579497	+	1206	130	111	125	101	115	94	275	192	170	76	77	86
M8Y62_07945	CP097651.1	1579540	1580829	+	1290	158	147	102	59	68	52	847	603	208	29	24	28
M8Y62_07950	CP097651.1	1580844	1581647	+	804	318	370	207	271	283	383	2564	2195	714	232	243	80
M8Y62_07955	CP097651.1	1581669	1582847	-	1179	1566	1864	1287	4221	4651	4729	10720	8365	2808	3350	3194	516
M8Y62_07960	CP097651.1	1582844	1584103	-	1260	1251	1584	1116	2201	2214	2049	8559	6066	2218	1185	1384	288
M8Y62_07965	CP097651.1	1584093	1585715	-	1623	3452	3767	3114	4234	4353	4106	19078	14918	5499	2717	2726	946
M8Y62_07970	CP097651.1	1585987	1587333	+	1347	3822	4040	2964	6567	7952	7173	17449	11311	4284	6970	7275	7398
M8Y62_07975	CP097651.1	1587343	1588413	+	1071	2260	2501	1892	2917	3263	3035	11029	7761	2661	2863	2997	3075
M8Y62_07980	CP097651.1	1588878	1589132	-	255	146	146	101	37	47	47	747	532	226	16	25	18
M8Y62_07985	CP097651.1	1589132	1590262	-	1131	684	752	636	398	306	308	2747	2005	1093	200	210	123
M8Y62_07990	CP097651.1	1590364	1592649	-	2286	1064	1216	1170	752	778	863	3481	2630	2086	570	649	298
M8Y62_07995	CP097651.1	1592994	1593722	-	729	356	415	393	247	261	310	694	516	531	267	277	249
M8Y62_08000	CP097651.1	1593869	1596502	+	2634	5749	6378	6031	3539	4003	4485	9598	7322	7460	3045	3172	2145
M8Y62_08005	CP097651.1	1596634	1599474	+	2841	380	441	361	168	204	187	1005	769	652	165	218	119
M8Y62_08010	CP097651.1	1599520	1600170	-	651	2346	2559	2598	2714	2808	2848	3322	2422	2424	1626	1618	1502
M8Y62_08015	CP097651.1	1600186	1602843	-	2658	2556	2949	2896	1664	1781	1927	4442	3288	3129	879	1069	805
M8Y62_08020	CP097651.1	1603615	1604712	+	1098	35409	42512	49579	50156	41452	40708	36629	23721	18727	23177	25424	10940
M8Y62_08025	CP097651.1	1604816	1605868	+	1053	417	407	465	310	411	324	1217	950	922	288	313	193
M8Y62_08030	CP097651.1	1605942	1607006	+	1065	381	385	374	299	299	325	856	613	630	226	274	197
M8Y62_08035	CP097651.1	1607006	1607659	+	654	102	125	80	125	103	136	297	224	240	81	93	73
M8Y62_08040	CP097651.1	1607734	1609377	+	1644	137	147	101	57	61	48	311	236	221	43	42	22
M8Y62_08045	CP097651.1	1609526	1610962	+	1437	285	318	318	319	355	406	722	541	528	336	394	255
M8Y62_08050	CP097651.1	1610925	1612085	-	1161	198	264	254	93	131	158	578	402	379	187	175	99
M8Y62_08055	CP097651.1	1612445	1614079	+	1635	1665	1558	1318	1124	1171	1388	2754	1959	1960	1486	1567	1388
M8Y62_08060	CP097651.1	1614146	1614637	-	492	22058	23087	23550	26314	29386	33405	40513	28408	29872	21644	21711	20401
M8Y62_08065	CP097651.1	1614812	1615921	-	1110	270	358	298	480	515	528	729	483	440	515	604	426
M8Y62_08070	CP097651.1	1616106	1616182	-	77	45	64	47	3	6	10	72	52	57	8	11	9
M8Y62_08075	CP097651.1	1616259	1618019	-	1761	764	898	941	323	348	413	1725	1370	1071	177	184	112
M8Y62_08080	CP097651.1	1618038	1618265	-	228	294	357	349	127	149	147	545	471	404	126	120	65
M8Y62_08085	CP097651.1	1618452	1619459	+	1008	191	224	227	234	252	268	689	481	485	199	181	191
M8Y62_08090	CP097651.1	1619479	1620240	-	762	170	183	198	36	47	77	394	272	274	29	32	28
M8Y62_08095	CP097651.1	1620323	1620919	+	597	110	116	130	126	140	124	231	150	146	109	88	80
M8Y62_08100	CP097651.1	1620938	1622224	-	1287	120	113	91	51	67	54	163	136	112	38	37	27
M8Y62_08105	CP097651.1	1622329	1623216	+	888	77	74	73	27	34	46	161	104	135	43	26	23
M8Y62_08110	CP097651.1	1623275	1623559	-	285	2259	2453	1971	385	525	640	2762	1757	2068	432	479	627
M8Y62_08115	CP097651.1	1623696	1625453	-	1758	312	363	345	217	239	274	1012	746	620	180	193	120
M8Y62_08120	CP097651.1	1625601	1626320	+	720	255	290	301	71	95	102	606	452	387	64	65	33
M8Y62_08125	CP097651.1	1626317	1627513	+	1197	253	268	185	124	145	137	450	349	309	120	110	58
M8Y62_08130	CP097651.1	1627845	1628189	+	345	2637	2269	1870	527	606	924	2085	1541	1424	366	407	547
M8Y62_08135	CP097651.1	1628193	1629782	-	1590	371	321	288	86	87	89	713	493	413	68	73	74
M8Y62_08140	CP097651.1	1629784	1630809	-	1026	105	124	93	38	35	31	238	155	132	28	32	36
M8Y62_08145	CP097651.1	1630809	1631903	-	1095	106	102	67	42	42	51	244	166	122	19	36	34
M8Y62_08150	CP097651.1	1631913	1633718	-	1806	310	320	346	208	214	241	784	601	494	119	148	155
M8Y62_08155	CP097651.1	1633787	1635349	-	1563	141	181	143	98	108	106	470	398	333	153	151	76
M8Y62_08160	CP097651.1	1635538	1636107	-	570	672	742	769	350	444	478	1808	1284	1445	474	435	518
M8Y62_08165	CP097651.1	1636534	1637247	-	714	230	230	268	99	104	141	528	392	393	133	144	85
M8Y62_08170	CP097651.1	1637285	1638262	-	978	346	403	426	478	493	576	929	668	730	354	331	313
M8Y62_08175	CP097651.1	1638383	1639849	-	1467	468	488	385	544	604	688	1327	879	1240	489	522	799
M8Y62_08180	CP097651.1	1640057	1641247	+	1191	3663	4060	3915	1429	1468	1424	7773	5575	5434	894	991	639
M8Y62_08185	CP097651.1	1641318	1641890	-	573	290	315	290	222	270	240	925	661	722	333	375	270
M8Y62_08190	CP097651.1	1642038	1642292	+	255	31	32	25	15	5	6	89	52	72	18	16	7
M8Y62_08195	CP097651.1	1642332	1643513	-	1182	119	114	119	29	31	35	315	196	155	36	40	28
M8Y62_08200	CP097651.1	1643850	1644980	+	1131	235	357	272	49	39	38	3468	2200	1755	30	17	27
M8Y62_08205	CP097651.1	1644981	1645919	+	939	319	542	405	95	106	77	4540	2541	2288	81	74	49
M8Y62_08210	CP097651.1	1645936	1647630	+	1695	523	1001	698	236	159	168	6390	3387	3294	118	110	56
M8Y62_08215	CP097651.1	1647681	1648535	-	855	265	289	291	208	285	269	555	445	426	172	189	262
M8Y62_08220	CP097651.1	1648607	1649656	-	1050	244	251	282	177	218	183	627	362	476	260	260	222
M8Y62_08225	CP097651.1	1649922	1650788	+	867	702	727	596	923	1050	951	1119	807	865	1154	1148	779
M8Y62_08230	CP097651.1	1650967	1652436	+	1470	928	1133	1140	627	773	686	1809	1309	1126	559	551	334
M8Y62_08235	CP097651.1	1652935	1654908	+	1974	90	92	102	34	49	40	305	189	182	27	40	39
M8Y62_08240	CP097651.1	1654979	1655812	-	834	211	256	326	412	479	562	714	561	515	386	328	427
M8Y62_08245	CP097651.1	1656173	1656841	+	669	1289	1492	1796	1567	1718	1791	2613	1913	1714	1528	1390	1078
M8Y62_08250	CP097651.1	1656857	1658014	+	1158	41	60	69	89	93	101	250	225	178	69	86	68
M8Y62_08255	CP097651.1	1658170	1659192	+	1023	48	56	56	37	48	60	199	118	124	41	48	96
M8Y62_08260	CP097651.1	1659489	1660487	+	999	352	307	331	559	549	582	2648	1676	1691	596	694	1415
M8Y62_08265	CP097651.1	1660606	1662126	+	1521	107	102	98	50	40	44	535	353	294	72	72	95
M8Y62_08270	CP097651.1	1662142	1663152	+	1011	134	137	137	61	53	57	505	325	235	61	54	49
M8Y62_08275	CP097651.1	1663223	1663939	-	717	466	523	540	366	380	395	851	622	553	245	227	165
M8Y62_08280	CP097651.1	1664215	1665099	-	885	256	317	332	218	161	158	790	543	454	64	49	36
M8Y62_08285	CP097651.1	1665227	1665922	-	696	374	466	458	281	227	200	821	579	475	123	103	36
M8Y62_08290	CP097651.1	1665919	1666317	-	399	180	219	215	52	72	81	470	347	239	33	51	19
M8Y62_08295	CP097651.1	1666675	1667607	+	933	64	75	95	30	30	33	158	131	125	23	35	20
M8Y62_08300	CP097651.1	1667965	1669329	+	1365	61	69	69	4	18	11	262	224	201	6	19	4
M8Y62_08305	CP097651.1	1669485	1670318	+	834	315	303	352	216	259	236	2427	1879	1900	245	253	315
M8Y62_08315	CP097651.1	1672339	1673733	+	1395	1041	1224	1451	784	829	766	6685	5000	4941	735	794	430
M8Y62_08320	CP097651.1	1674002	1675441	+	1440	341	328	374	203	230	216	1347	1061	868	172	188	81
M8Y62_08325	CP097651.1	1675475	1676044	-	570	361	336	369	298	310	326	434	326	262	284	244	179
M8Y62_08330	CP097651.1	1676199	1676786	+	588	110	96	132	347	321	284	195	170	139	255	285	121
M8Y62_08335	CP097651.1	1676975	1677925	+	951	447	497	548	228	246	335	1628	1226	992	171	173	129
M8Y62_08340	CP097651.1	1678267	1678821	-	555	327	373	393	189	172	191	667	597	469	121	128	84
M8Y62_08345	CP097651.1	1678907	1680652	-	1746	3695	4544	4668	4417	4403	4468	7656	5811	4677	3037	3318	1653
M8Y62_08350	CP097651.1	1680847	1683144	+	2298	584	757	782	750	885	894	2407	1588	1525	671	715	875
M8Y62_08355	CP097651.1	1683281	1684198	+	918	391	576	667	961	1006	1021	1017	909	667	845	920	463
M8Y62_08360	CP097651.1	1684206	1685363	+	1158	132	165	182	147	146	152	266	275	147	75	73	50
M8Y62_08365	CP097651.1	1685356	1686303	+	948	337	454	477	376	337	350	560	479	370	243	269	189
M8Y62_08370	CP097651.1	1686287	1687024	+	738	442	481	471	315	346	381	877	720	677	239	274	232
M8Y62_08375	CP097651.1	1686999	1687112	-	114	37	30	34	30	18	26	36	34	38	18	23	19
M8Y62_08380	CP097651.1	1687342	1689030	+	1689	905	1041	898	529	620	588	2907	2349	2243	547	587	595
M8Y62_08385	CP097651.1	1689024	1689743	+	720	213	265	292	111	125	164	852	718	588	141	147	141
M8Y62_08390	CP097651.1	1689791	1690261	+	471	393	482	450	151	152	178	741	530	465	173	176	151
M8Y62_08395	CP097651.1	1690376	1692409	-	2034	1035	1266	1281	665	777	871	2694	1956	1772	529	568	479
M8Y62_08400	CP097651.1	1692563	1693672	+	1110	1029	1167	1262	1206	1299	1377	2932	2119	1920	1006	1037	792
M8Y62_08405	CP097651.1	1693669	1694130	-	462	124	121	95	46	53	56	341	223	241	43	19	20
M8Y62_08410	CP097651.1	1694105	1694422	-	318	192	173	208	111	153	157	464	343	339	119	113	97
M8Y62_08415	CP097651.1	1694606	1695505	+	900	140	136	118	138	139	156	307	232	193	87	128	87
M8Y62_08420	CP097651.1	1695495	1696838	-	1344	108	129	133	101	110	134	392	256	283	91	122	92
M8Y62_08425	CP097651.1	1696841	1698652	-	1812	49	47	57	106	141	133	235	174	141	123	127	41
M8Y62_08430	CP097651.1	1698773	1699699	+	927	97	100	108	69	104	113	259	193	200	68	90	60
M8Y62_08435	CP097651.1	1699782	1701758	-	1977	38	28	50	16	24	18	83	44	54	19	23	22
M8Y62_08440	CP097651.1	1701962	1702597	+	636	22	25	22	46	47	36	62	45	30	94	71	56
M8Y62_08450	CP097651.1	1703788	1704180	-	393	10	7	11	6	7	9	17	4	8	17	22	9
M8Y62_08455	CP097651.1	1704553	1705488	-	936	136	206	166	403	383	291	120	119	132	379	377	196
M8Y62_08460	CP097651.1	1706644	1707417	+	774	512	516	521	378	371	388	990	672	639	290	320	232
M8Y62_08465	CP097651.1	1707414	1708214	+	801	182	167	171	124	97	92	582	365	367	77	77	61
M8Y62_08470	CP097651.1	1708362	1709414	+	1053	746	872	1302	2700	2564	2411	2896	2456	2298	2406	2737	1064
M8Y62_08475	CP097651.1	1709473	1710756	-	1284	333	378	467	410	311	358	911	734	528	322	373	128
M8Y62_08480	CP097651.1	1710838	1712445	-	1608	290	283	277	215	218	263	579	400	383	208	202	143
M8Y62_08485	CP097651.1	1712472	1713221	-	750	74	90	67	33	54	73	149	93	89	38	47	39
M8Y62_08490	CP097651.1	1713476	1714477	+	1002	103	117	110	101	139	117	370	239	224	157	158	181
M8Y62_08495	CP097651.1	1714500	1715441	-	942	104	104	109	150	205	223	335	280	249	219	212	171
M8Y62_08500	CP097651.1	1715648	1717015	+	1368	34	35	40	21	18	24	59	29	30	30	22	43
M8Y62_08505	CP097651.1	1717025	1718488	+	1464	29	24	22	11	15	15	53	42	26	15	23	25
M8Y62_08510	CP097651.1	1718559	1719836	+	1278	28	25	28	9	5	14	48	41	23	17	14	24
M8Y62_08515	CP097651.1	1719885	1720547	+	663	26	27	37	16	17	13	52	38	34	24	15	8
M8Y62_08520	CP097651.1	1720845	1721999	+	1155	80	82	125	86	76	55	382	266	181	69	51	31
M8Y62_08525	CP097651.1	1722119	1723741	+	1623	26	38	75	27	22	18	212	140	97	13	13	10
M8Y62_08530	CP097651.1	1723738	1724775	+	1038	24	37	77	35	41	16	195	143	111	25	16	7
M8Y62_08535	CP097651.1	1724772	1725677	+	906	20	22	57	30	12	9	133	76	58	20	8	2
M8Y62_08540	CP097651.1	1725649	1726512	+	864	40	56	54	49	35	26	145	100	102	19	23	16
M8Y62_08545	CP097651.1	1726523	1727296	+	774	45	65	96	86	97	52	224	170	147	80	96	53
M8Y62_08550	CP097651.1	1727537	1728433	-	897	221	232	240	321	380	391	616	418	420	375	383	246
M8Y62_08555	CP097651.1	1728676	1730037	-	1362	356	437	492	209	240	259	985	688	686	216	237	89
M8Y62_08560	CP097651.1	1730356	1731078	-	723	173	209	225	155	165	163	401	292	255	136	169	130
M8Y62_08565	CP097651.1	1731075	1732553	-	1479	103	127	110	26	33	37	198	168	158	18	29	28
